Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
538	syn_001_1849_000_40_92_e112	Uebersicht der Schulverhältnisse der Stadtschulen von Wintert hur 1818/19 .	Absenzen	. L Fonds . Frk. Abtheilung . cÄ Schuler .	Uebersicht_NN der_ART Schulverhältnisse_NN der_ART Stadtschulen_NN von_APPR Wintert_NN hur_VVIMP 1818/19_CARD ._$.	Absenzen_NN	._$. L_NE Fonds_NN ._$. Frk._ADJA Abtheilung_NN ._$. cÄ_NE Schuler_NE ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=537	18616700	18616700
539	syn_001_1849_000_40_92_e112	Schu¬ len , so ergibt sich nach folgender Uebersicht :	Absenze	» . Fonds . Frk. Jahr ß Schuler . â	Schu¬_NN len_VVFIN ,_$, so_ADV ergibt_VVFIN sich_PRF nach_APPR folgender_ADJA Uebersicht_NN :_$.	Absenze_NN	»_$( ._$. Fonds_NN ._$. Frk._ADJA Jahr_NN ß_ADJA Schuler_NN ._$. â_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=538	18616790	18616790
540	syn_001_1849_000_40_92_e112	det sich nichts vor , das die auffallende Abnahme der	Absenzcn	65 näher erklären würde . Wenn die dießjährige » Angaben	det_VVFIN sich_PRF nichts_PIS vor_PTKVZ ,_$, das_PRELS die_ART auffallende_ADJA Abnahme_NN der_ART	Absenzcn_NN	65_CARD näher_ADJD erklären_VVINF würde_VAFIN ._$. Wenn_KOUS die_ART dießjährige_ADJA »_$( Angaben_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=539	18616873	18616873
541	syn_001_1849_000_40_92_e112	den Leistungen der Schule in hohem Grade zufrieden . Entschuldigte	Absenzen	waren 1847/48 1159 dagegen von 1848/49 nur 993 was eine	den_ART Leistungen_NN der_ART Schule_NN in_APPR hohem_ADJA Grade_NN zufrieden_ADJD ._$. Entschuldigte_ADJA	Absenzen_NN	waren_VAFIN 1847/48_CARD 1159_CARD dagegen_PAV von_APPR 1848/49_CARD nur_ADV 993_CARD was_PRELS eine_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=540	18619349	18619349
542	syn_001_1849_000_40_92_e112	1848/49 nur 993 was eine Verminderung gibt von 196 Unentschnldigte	Absenzen	waren 1847/48 711 dagegen von 1848/49 422 was eine Verminderung	1848/49_CARD nur_ADV 993_CARD was_PRELS eine_ART Verminderung_NN gibt_VVFIN von_APPR 196_CARD Unentschnldigte_ADJA	Absenzen_NN	waren_VAFIN 1847/48_CARD 711_CARD dagegen_PAV von_APPR 1848/49_CARD 422_CARD was_PRELS eine_ART Verminderung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=541	18619365	18619365
543	syn_001_1849_000_40_92_e112	422 was eine Verminderung ergibt von 289 Die Gesammtzahl der	Absenzen	war daher von 1848/49 gleich 1415 , woraus sich eine	422_CARD was_PRELS eine_ART Verminderung_NN ergibt_VVFIN von_APPR 289_CARD Die_ART Gesammtzahl_NN der_ART	Absenzen_NN	war_VAFIN daher_PAV von_APPR 1848/49_CARD gleich_ADJD 1415_CARD ,_$, woraus_PWAV sich_PRF eine_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=542	18619382	18619382
544	syn_001_1849_000_40_92_e112	1848/49 gleich 1415 , woraus sich eine Verminderung von 485	Absenzen	ergibt . Die Seminar schul pflege . Sie hielt zwei	1848/49_CARD gleich_ADJD 1415_CARD ,_$, woraus_PWAV sich_PRF eine_ART Verminderung_NN von_APPR 485_CARD	Absenzen_NN	ergibt_VVFIN ._$. Die_ART Seminar_NN schul_VVIMP pflege_VVFIN ._$. Sie_PPER hielt_VVFIN zwei_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=543	18619396	18619396
545	skz_001_1845_014_341_348_e377	in die Be- Horden ist des Bürgers Pflicht , die	Versäumniß	dieser Pflicht ist Sünde ; der Geistliche ist also schuldig	in_APPR die_ART Be-_TRUNC Horden_NN ist_VAFIN des_ART Bürgers_NN Pflicht_NN ,_$, die_ART	Versäumniß_NN	dieser_PDAT Pflicht_NN ist_VAFIN Sünde_NN ;_$. der_ART Geistliche_NN ist_VAFIN also_ADV schuldig_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=544	18647069	18647069
546	syn_001_1851_000_72_94_e111	der großer » Zahl der äußerer- ordentlichen Kapitclsvcrsammluugeil mir 150	Absenzen	mehr ge¬ macht als im Jahr 1849 ; dieses Resultat	der_ART großer_ADJA »_$( Zahl_NN der_ART äußerer-_TRUNC ordentlichen_ADJA Kapitclsvcrsammluugeil_NN mir_PPER 150_CARD	Absenzen_NN	mehr_ADV ge¬_ADJD macht_VVFIN als_KOKOM im_APPRART Jahr_NN 1849_CARD ;_$. dieses_PDAT Resultat_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=545	18676498	18676498
547	syn_001_1851_000_72_94_e111	da wennauch 177 entschuldigte Abscnzcn mehr , doch 37 uncntsckuldigtc	Absenzen	weniger vorkamen . Das Resultat muß noch erfreulicher werden ,	da_KOUS wennauch_NN 177_CARD entschuldigte_VVFIN Abscnzcn_NE mehr_ADV ,_$, doch_ADV 37_CARD uncntsckuldigtc_ADJA	Absenzen_NN	weniger_ADV vorkamen_VVFIN ._$. Das_ART Resultat_NN muß_VMFIN noch_ADV erfreulicher_ADJD werden_VAINF ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=546	18676524	18676524
548	syn_001_1851_000_72_94_e111	geht je¬ doch hervor , daß die größte Zahl nncntschuldigter	Absenzen	auf die außerordentlichen KapitelSversammlungcn fallt ; so wurde z. B.	geht_VVFIN je¬_ADJD doch_ADV hervor_PTKVZ ,_$, daß_KOUS die_ART größte_ADJA Zahl_NN nncntschuldigter_ADJA	Absenzen_NN	auf_APPR die_ART außerordentlichen_ADJA KapitelSversammlungcn_NE fallt_VVFIN ;_$. so_ADV wurde_VAFIN z._APPRART B._NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=547	18676574	18676574
549	syn_001_1851_000_72_94_e111	Salomon Haf¬ ner in Zürich auf 7 Versammlungen 4 unentschuldigte	Absenzen	machte und daß die HHerren Gampert und Lenthardt in Winterthnr	Salomon_NE Haf¬_NN ner_VVFIN in_APPR Zürich_NE auf_APPR 7_CARD Versammlungen_NN 4_CARD unentschuldigte_ADJA	Absenzen_NN	machte_VVFIN und_KON daß_KOUS die_ART HHerren_NN Gampert_NE und_KON Lenthardt_NE in_APPR Winterthnr_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=548	18676747	18676747
550	syn_001_1867_000_113_175_e190	. ErgänznngSschnlcn . Singschnlen . Alltagsschüler , welche im Ganzen	Absenzen	haben A M N " Z A Z 7 I	._$. ErgänznngSschnlcn_NE ._$. Singschnlen_NN ._$. Alltagsschüler_NN ,_$, welche_PRELS im_APPRART Ganzen_ADJA	Absenzen_NN	haben_VAFIN A_NN M_NE N_NE "_$( Z_NN A_NN Z_NN 7_CARD I_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=549	18687750	18687750
551	syn_001_1867_000_113_175_e190	zwei Schule » mm- die Angabe der Schülerzahl mit verschiedenen	Absenzen	, von einer überdies gegangen . seiein 2> Darunter waren	zwei_CARD Schule_NN »_$( mm-_TRUNC die_ART Angabe_NN der_ART Schülerzahl_NN mit_APPR verschiedenen_ADJA	Absenzen_NN	,_$, von_APPR einer_PIS überdies_ADV gegangen_VVPP ._$. seiein_ADJA 2>_NN Darunter_PAV waren_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=550	18687971	18687971
552	syn_001_1867_000_113_175_e190	1. Schulordnung für die Volksschulen des Kantons Zürich ; 2.	Absenzenordnung	für die Volksschulen des Kantons Zürich ; 3. Verordnung betreffend	1._ADJA Schulordnung_NN für_APPR die_ART Volksschulen_NN des_ART Kantons_NN Zürich_NE ;_$. 2._ADJA	Absenzenordnung_NN	für_APPR die_ART Volksschulen_NN des_ART Kantons_NN Zürich_NE ;_$. 3._ADJA Verordnung_NN betreffend_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=551	18703791	18703791
553	ass_001_1837_003_465_474_e973	AlltagSschülern nur 4^ unentschuldigte , auf den Repetierschüler i^ unemschuldigle	Absenzen	trafen . Die Zahl der Schulen hat sich im Laufe	AlltagSschülern_NN nur_ADV 4^_ADJA unentschuldigte_ADJA ,_$, auf_APPR den_ART Repetierschüler_NN i^_ADJA unemschuldigle_ADJA	Absenzen_NN	trafen_VVFIN ._$. Die_ART Zahl_NN der_ART Schulen_NN hat_VAFIN sich_PRF im_APPRART Laufe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=552	18793106	18793106
554	skb_004_1860_000_323_388_e524	Allgemeinen will man auch in diesem Jahre eine Verminderung der	Absenzen	bemerken . Das Verhalten der Schulkinder in Hinsicht auf Sitte	Allgemeinen_NN will_VMFIN man_PIS auch_ADV in_APPR diesem_PDAT Jahre_NN eine_ART Verminderung_NN der_ART	Absenzen_NN	bemerken_VVINF ._$. Das_ART Verhalten_NN der_ART Schulkinder_NN in_APPR Hinsicht_NN auf_APPR Sitte_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=553	18828840	18828840
555	vsb_001_1860_007_613_613_e550	vergangenen Jahre im ganzen Jahre im ganzen Kanton 13 unbegründete	Absenzen	auf ein Kind kamen , finden wir in diesem Jahre	vergangenen_ADJA Jahre_NN im_APPRART ganzen_ADJA Jahre_NN im_APPRART ganzen_ADJA Kanton_NN 13_CARD unbegründete_ADJA	Absenzen_NN	auf_APPR ein_ART Kind_NN kamen_VVFIN ,_$, finden_VVFIN wir_PPER in_APPR diesem_PDAT Jahre_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=554	18864545	18864545
556	apm_001_1847_023_177_179_e386	Hcrisau wohl gehalten haben , werden an ihre Kosten und	Versäumniß	fl. 200 verehrt . 1648. An die neue Kirche zu	Hcrisau_NN wohl_ADV gehalten_VVPP haben_VAFIN ,_$, werden_VAFIN an_APPR ihre_PPOSAT Kosten_NN und_KON	Versäumniß_NN	fl._NE 200_CARD verehrt_VVPP ._$. 1648._ADJA An_APPR die_ART neue_ADJA Kirche_NN zu_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=555	18918418	18918418
557	gdv_001_1850_005_9_446_e13	nur auf eine besondere schriftliche Bewilligung gestattet , welche für	Absenzen	bis auf zwei Tage von der zuständigen Ortspolizeibehörde , für	nur_ADV auf_APPR eine_ART besondere_ADJA schriftliche_ADJA Bewilligung_NN gestattet_VVPP ,_$, welche_PRELS für_APPR	Absenzen_NN	bis_KON auf_APPR zwei_CARD Tage_NN von_APPR der_ART zuständigen_ADJA Ortspolizeibehörde_NN ,_$, für_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=556	18979937	18979937
558	slz_002_1863_008_69_72_e20	Schüler und deren Cen- suren . HI . Bemerkungen über	Versäumniß	der Schüler zc . Ein für jeden Lehrer unentbehrliches Nvtiztaschenbuch	Schüler_NN und_KON deren_PDAT Cen-_TRUNC suren_NN ._$. HI_NE ._$. Bemerkungen_NN über_APPR	Versäumniß_NN	der_ART Schüler_NN zc_NE ._$. Ein_ART für_APPR jeden_PIAT Lehrer_NN unentbehrliches_ADJA Nvtiztaschenbuch_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=557	19080791	19080791
559	syn_001_1851_000_28_72_e108	in allen Beziehungen eine böchst bedeutende 38 ' Verminderung der	Absenzcn	. Als Grund dieser Verminderung be¬ zeichnen alle Berichte der	in_APPR allen_PIAT Beziehungen_NN eine_ART böchst_ADJD bedeutende_ADJA 38_CARD '_$( Verminderung_NN der_ART	Absenzcn_NN	._$. Als_KOKOM Grund_NN dieser_PDAT Verminderung_NN be¬_ADJD zeichnen_VVFIN alle_PIAT Berichte_NN der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=558	19218624	19218624
560	syn_001_1851_000_28_72_e108	zeichnen alle Berichte der Schulbehörden die vom Regicrnngsratbe erlassene neue	Absenzenordnung	, welche allgemein als höchst zweck¬ mäßig anerkannt wird .	zeichnen_VVFIN alle_PIAT Berichte_NN der_ART Schulbehörden_NN die_ART vom_APPRART Regicrnngsratbe_NE erlassene_ADJA neue_ADJA	Absenzenordnung_NN	,_$, welche_PRELS allgemein_ADJD als_KOKOM höchst_ADJD zweck¬_ADJD mäßig_ADJD anerkannt_VVPP wird_VAFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=559	19218641	19218641
561	syn_001_1851_000_28_72_e108	gemacht , in den übrigen Schnlabtheilungen war die Zahl der	Absenzen	überhaupt nie bedeutend . Die Gesammtzahk der strafbaren Absenzen beträgt	gemacht_VVPP ,_$, in_APPR den_ART übrigen_ADJA Schnlabtheilungen_NN war_VAFIN die_ART Zahl_NN der_ART	Absenzen_NN	überhaupt_ADV nie_ADV bedeutend_ADJD ._$. Die_ART Gesammtzahk_NN der_ART strafbaren_ADJA Absenzen_NN beträgt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=560	19223306	19223306
562	syn_001_1851_000_28_72_e108	der Absenzen überhaupt nie bedeutend . Die Gesammtzahk der strafbaren	Absenzen	beträgt 694 , der verantworteten 23,528 . Bei den öffentlichen	der_ART Absenzen_NN überhaupt_ADV nie_ADV bedeutend_ADJD ._$. Die_ART Gesammtzahk_NN der_ART strafbaren_ADJA	Absenzen_NN	beträgt_VVFIN 694_CARD ,_$, der_ART verantworteten_ADJA 23,528_CARD ._$. Bei_APPR den_ART öffentlichen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=561	19223315	19223315
563	syn_001_1851_000_28_72_e108	» ^ »52 ( 20 »52 ^ 50 »52 50	Absenzen	. Repetir- schüler . ^ I « ^ Ä I	»_$( ^_XY »52_NN (_$( 20_CARD »52_NN ^_XY 50_CARD »52_NN 50_CARD	Absenzen_NN	._$. Repetir-_TRUNC schüler_NE ._$. ^_XY I_FM «_$( ^_XY Ä_NN I_FM	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=562	19223807	19223807
564	syn_001_1851_000_28_72_e108	und kräftig , so namentlich in der Disziplin und im	Absenzenwesen	" . Die BezirkSschulpflege Affol- tern : „ Es scheint	und_KON kräftig_ADJD ,_$, so_ADV namentlich_ADJD in_APPR der_ART Disziplin_NN und_KON im_APPRART	Absenzenwesen_NN	"_$( ._$. Die_ART BezirkSschulpflege_NN Affol-_TRUNC tern_VVFIN :_$. „_$( Es_PPER scheint_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=563	19224397	19224397
565	syn_001_1851_000_28_72_e108	Abscnzen weniger gemacht als im vorigen Jahre . Ueber die	Absenzen	jeder Schulstûfe gibt folgende Uebersicht Aufschluß : Abtheilung . Schulkurs	Abscnzen_NN weniger_ADV gemacht_VVPP als_KOKOM im_APPRART vorigen_ADJA Jahre_NN ._$. Ueber_NN die_ART	Absenzen_NN	jeder_PIAT Schulstûfe_NN gibt_VVFIN folgende_ADJA Uebersicht_NN Aufschluß_NN :_$. Abtheilung_NN ._$. Schulkurs_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=564	19225778	19225778
566	syn_001_1851_000_28_72_e108	Zusammenkünfte , bei denen sich 438 entschuldigte und 249 unentschuldigte	Absenzen	, im Ganzen 678 , mithin l 59 Absen zcn	Zusammenkünfte_NN ,_$, bei_APPR denen_PRELS sich_PRF 438_CARD entschuldigte_ADJA und_KON 249_CARD unentschuldigte_ADJA	Absenzen_NN	,_$, im_APPRART Ganzen_NN 678_CARD ,_$, mithin_ADV l_NN 59_CARD Absen_NN zcn_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=565	19226158	19226158
567	syn_001_1851_000_28_72_e108	sich jedoch um 27 vermindert . Ueberdieß fielen die meisten	Absenzen	auf die außerordentlichen Versammlungen . ES wurden in denselben 25	sich_PRF jedoch_ADV um_APPR 27_CARD vermindert_VVPP ._$. Ueberdieß_NN fielen_VVFIN die_ART meisten_PIAT	Absenzen_NN	auf_APPR die_ART außerordentlichen_ADJA Versammlungen_NN ._$. ES_PPER wurden_VAFIN in_APPR denselben_PDAT 25_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=566	19226191	19226191
568	vsb_001_1858_005_796_799_e760	in Bern Berner Schul-Blatt Wer kann und soll den leidigen	Absenzen	in den Primarschulen wenigstens zum Theile abhelfen ? herausgegeben von	in_APPR Bern_NE Berner_NN Schul-Blatt_NN Wer_PWS kann_VMFIN und_KON soll_VMFIN den_ART leidigen_ADJA	Absenzen_NN	in_APPR den_ART Primarschulen_NN wenigstens_ADV zum_APPRART Theile_NE abhelfen_VVINF ?_$. herausgegeben_VVPP von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=567	19237547	19237547
569	syn_001_1852_000_127_151_e177	bis 8 Stunden , 128 S. Besuch der Kapitelsversammlungeu Bezirk	Absenzen	. Zahl der Lehrer , entschuldigte , unentschuldigte . Total	bis_KON 8_CARD Stunden_NN ,_$, 128_CARD S._NN Besuch_NN der_ART Kapitelsversammlungeu_NN Bezirk_NN	Absenzen_NN	._$. Zahl_NN der_ART Lehrer_NN ,_$, entschuldigte_ADJA ,_$, unentschuldigte_ADJA ._$. Total_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=568	19290961	19290961
570	syn_001_1852_000_127_151_e177	141 entschuldigte , 135 unent¬ schuldigte , im Ganzen 176	Absenzen	weniger gemacht als im Jahr 1856 ; hieraus läßt sich	141_CARD entschuldigte_VVFIN ,_$, 135_CARD unent¬_ADJA schuldigte_ADJA ,_$, im_APPRART Ganzen_NN 176_CARD	Absenzen_NN	weniger_ADV gemacht_VVPP als_KOKOM im_APPRART Jahr_NN 1856_CARD ;_$. hieraus_PAV läßt_VVFIN sich_PRF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=569	19291050	19291050
571	syn_001_1852_000_127_151_e177	13 außerordentliche Versammlungen , durch welche die größte Zahl der	Absenzen	verursacht wurde , mehr stattfanden als im vorlie¬ genden Berichtjahre	13_CARD außerordentliche_ADJA Versammlungen_NN ,_$, durch_APPR welche_PRELS die_ART größte_ADJA Zahl_NN der_ART	Absenzen_NN	verursacht_VVPP wurde_VAFIN ,_$, mehr_ADV stattfanden_VVFIN als_KOKOM im_APPRART vorlie¬_ADJA genden_ADJA Berichtjahre_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=570	19291084	19291084
572	syn_001_1852_000_127_151_e177	26 und im Bezirk Bülach von 51 , 24 keine	Absenzen	gemacht wurden ; daß hier , wie überall wahrscheinlich ,	26_CARD und_KON im_APPRART Bezirk_NN Bülach_NE von_APPR 51_CARD ,_$, 24_CARD keine_PIAT	Absenzen_NN	gemacht_VVPP wurden_VAFIN ;_$. daß_KOUS hier_ADV ,_$, wie_KOUS überall_ADV wahrscheinlich_ADJD ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=571	19291140	19291140
573	syn_001_1852_000_127_151_e177	seit Jahren Saumseligen auch dies Jahr zurückgeblieben seien . Viele	Absenzen	wurden bewirkt durch außer¬ ordentliche Umstände , so im Bezirk	seit_APPR Jahren_NN Saumseligen_NN auch_ADV dies_PDS Jahr_NN zurückgeblieben_VVPP seien_VAFIN ._$. Viele_PIAT	Absenzen_NN	wurden_VAFIN bewirkt_ADJD durch_APPR außer¬_ADJA ordentliche_ADJA Umstände_NN ,_$, so_ADV im_APPRART Bezirk_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=572	19291163	19291163
574	syn_001_1852_000_127_151_e177	im Bezirk Affoltern , wo Diejenigen , welche 2 unentschuldigte	Absenzen	machten , der Bezirköschulpflcge ver¬ zeigt wurden , verminderte die	im_APPRART Bezirk_NN Affoltern_NN ,_$, wo_PWAV Diejenigen_PDS ,_$, welche_PRELS 2_CARD unentschuldigte_ADJA	Absenzen_NN	machten_VVFIN ,_$, der_ART Bezirköschulpflcge_NN ver¬_ADJD zeigt_VVFIN wurden_VAFIN ,_$, verminderte_VVFIN die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=573	19291238	19291238
575	syn_001_1852_000_127_151_e177	der Bezirköschulpflcge ver¬ zeigt wurden , verminderte die Zahl der	Absenzen	. Wenn nun auch zu erwarten gewesen wäre , daß	der_ART Bezirköschulpflcge_NN ver¬_ADJD zeigt_VVFIN wurden_VAFIN ,_$, verminderte_VVFIN die_ART Zahl_NN der_ART	Absenzen_NN	._$. Wenn_KOUS nun_ADV auch_ADV zu_PTKZU erwarten_VVINF gewesen_VAPP wäre_VAFIN ,_$, daß_KOUS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=574	19291251	19291251
576	slz_002_1866_011_265_272_e36	worin diese aufgefordert werden , die alle 2 Monate einzugebenden	Absenzcnrapporte	je- weilen sofort nach Ablauf des Termins auSzu » fertigen	worin_PWAV diese_PDAT aufgefordert_VVPP werden_VAINF ,_$, die_PRELS alle_PIAT 2_CARD Monate_NN einzugebenden_ADJA	Absenzcnrapporte_NN	je-_TRUNC weilen_VVFIN sofort_ADV nach_APPR Ablauf_NN des_ART Termins_NN auSzu_ADV »_$( fertigen_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=575	19478760	19478760
577	syn_001_1862_000_56_86_e96	Bülach Regensberg ES kommen durchschnittlich auf den einzelnen Schüler folgende	Absenzen	Alltagsschule . Verant¬ wortete . 14,26 9,02 15,0l 11.11 9,16	Bülach_NE Regensberg_NN ES_PPER kommen_VVFIN durchschnittlich_ADJD auf_APPR den_ART einzelnen_ADJA Schüler_NN folgende_ADJA	Absenzen_NN	Alltagsschule_NN ._$. Verant¬_ADJA wortete_ADJA ._$. 14,26_CARD 9,02_CARD 15,0l_NN 11.11_CARD 9,16_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=576	19597753	19597753
578	syn_001_1862_000_56_86_e96	5. Uebersicht betreffend die obern Schulen der Stadr Winterthur .	Absenzen	. Schulrath und 2lufsichtskommiss . Abtheilungen . L 55 «	5._ADJA Uebersicht_NN betreffend_ADJD die_ART obern_ADJA Schulen_NN der_ART Stadr_NE Winterthur_NE ._$.	Absenzen_NN	._$. Schulrath_NE und_KON 2lufsichtskommiss_VVFIN ._$. Abtheilungen_NN ._$. L_NN 55_CARD «_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=577	19597990	19597990
579	syn_001_1862_000_56_86_e96	. 6 , Verhältnisse der weiblichen Arbeitsschulen . A ff	Absenzeii	. j Bezirk , G ^ Ar : Fire Besoldung	._$. 6_CARD ,_$, Verhältnisse_NN der_ART weiblichen_ADJA Arbeitsschulen_NN ._$. A_NN ff_NN	Absenzeii_NE	._$. j_NE Bezirk_NN ,_$, G_NN ^_XY Ar_NN :_$. Fire_NE Besoldung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=578	19598319	19598319
580	vsb_001_1854_001_181_181_e204	1853 bis 1854 ) nicht weniger als 3066 « entschuldigte	Absenzen	vorgekommen sind . Davon enthielt nun freilich der offizielle Bericht	1853_CARD bis_KON 1854_CARD )_$( nicht_PTKNEG weniger_ADV als_KOKOM 3066_CARD «_$( entschuldigte_ADJA	Absenzen_NN	vorgekommen_VVPP sind_VAFIN ._$. Davon_PAV enthielt_VVFIN nun_ADV freilich_ADV der_ART offizielle_ADJA Bericht_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=579	20256570	20256570
581	bso_002_1868_001_29_32_e10	ein armer Primarschüler durch ost bittere Noth gezwungen monatlich einige	Absenzen	macht , so werden seine Eltern zu strenger Verantwortung gezogen	ein_ART armer_ADJA Primarschüler_NN durch_APPR ost_ADJA bittere_ADJA Noth_NE gezwungen_VVPP monatlich_ADJD einige_PIAT	Absenzen_NN	macht_VVFIN ,_$, so_ADV werden_VAFIN seine_PPOSAT Eltern_NN zu_APPR strenger_ADJA Verantwortung_NN gezogen_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=580	20352047	20352047
582	slz_002_1867_012_387_394_e51	Sträub in Baden und Professer Sutermeister in Aarau hatten ihre	Absenz	entschuldigt ) ; dock waren so viele Mitglieder anwesend ,	Sträub_NN in_APPR Baden_NE und_KON Professer_NN Sutermeister_NN in_APPR Aarau_ADJA hatten_VAFIN ihre_PPOSAT	Absenz_NN	entschuldigt_VVPP )_$( ;_$. dock_VVIMP waren_VAFIN so_ADV viele_PIAT Mitglieder_NN anwesend_ADJD ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=581	20425916	20425916
583	skz_004_1866_000_405_412_e500	neu ertheilen die Gcmeindc-Schnlkom- Missionen mit Zuzug der Gemeinden .	Absenzen	werden gestraft nach den Bc- stimmungcn des Schulgesetzes . Gegen	neu_ADJD ertheilen_VVFIN die_ART Gcmeindc-Schnlkom-_TRUNC Missionen_NN mit_APPR Zuzug_NN der_ART Gemeinden_NN ._$.	Absenzen_NN	werden_VAFIN gestraft_VVPP nach_APPR den_ART Bc-_NE stimmungcn_NE des_ART Schulgesetzes_NN ._$. Gegen_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=582	20510325	20510325
