Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
1235	skb_002_1840_000_151_194_e560	Jahres wurde von diefer Ermächtigung kein Gebrauch gemacht . Der	statistische	Bestand der fämmtlichen Secundarfchulen des Cantons ergibt sich aus folgender	Jahres_NN wurde_VAFIN von_APPR diefer_ADJA Ermächtigung_NN kein_PIAT Gebrauch_NN gemacht_VVPP ._$. Der_ART	statistische_ADJA	Bestand_NN der_ART fämmtlichen_ADJA Secundarfchulen_NN des_ART Cantons_NN ergibt_VVFIN sich_PRF aus_APPR folgender_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1234	27939833	27939833
1236	skb_002_1840_000_151_194_e560	Bestand der fämmtlichen Secundarfchulen des Cantons ergibt sich aus folgender	Ueberfichtstabelle	. Amtsbezirk . Schulort . Staats¬ beitrag . Freistellen .	Bestand_NN der_ART fämmtlichen_ADJA Secundarfchulen_NN des_ART Cantons_NN ergibt_VVFIN sich_PRF aus_APPR folgender_ADJA	Ueberfichtstabelle_NN	._$. Amtsbezirk_NN ._$. Schulort_NN ._$. Staats¬_ADJA beitrag_NN ._$. Freistellen_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1235	27939844	27939844
1237	skb_002_1840_000_151_194_e560	vier kamen derfelben durch freiwillige Demiffion zuvor . Ueber den	statistischen	Bestand der Primar¬ schulen im Allgemeinen enthalten die Tabellen im	vier_CARD kamen_VVFIN derfelben_ADJA durch_APPR freiwillige_ADJA Demiffion_NN zuvor_PTKVZ ._$. Ueber_NN den_ART	statistischen_ADJA	Bestand_NN der_ART Primar¬_NN schulen_VVFIN im_APPRART Allgemeinen_NN enthalten_VVFIN die_ART Tabellen_NN im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1236	27942206	27942206
1238	skb_004_1856_000_354_357_e544	wird namentlich auch in Be¬ zug der Arznetkosten auf beiliegende	tabellarische	Zusammen¬ stellung verwiesen . Uebersicht der im Jahr 1856 im	wird_VAFIN namentlich_ADJD auch_ADV in_APPR Be¬_ADJA zug_NN der_ART Arznetkosten_NN auf_APPR beiliegende_ADJA	tabellarische_ADJA	Zusammen¬_ADJA stellung_NN verwiesen_VVPP ._$. Uebersicht_NN der_ART im_APPRART Jahr_NN 1856_CARD im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1237	28000477	28000477
1239	bso_001_1862_005_13_16_e6	" Es ist auffallend , daß dieser Konsonant in Einthei-	lungstabellen	der Laute , so auch in derjenigen , die in	"_$( Es_PPER ist_VAFIN auffallend_ADJD ,_$, daß_KOUS dieser_PDAT Konsonant_NN in_APPR Einthei-_TRUNC	lungstabellen_NN	der_ART Laute_NN ,_$, so_ADV auch_ADV in_APPR derjenigen_PDS ,_$, die_PRELS in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1238	28198134	28198134
1240	gdv_001_1841_011_9_154_e169	anordnen oder zulassen . S. 20. Der Friedensrichter führt eine	tabellarisch	einzurich¬ tende Kontrolle , welche einfach die Namen und den	anordnen_VVINF oder_KON zulassen_VVFIN ._$. S._ADV 20._ADJA Der_ART Friedensrichter_NN führt_VVFIN eine_ART	tabellarisch_ADJD	einzurich¬_ADJA tende_ADJA Kontrolle_NN ,_$, welche_PRELS einfach_ADJD die_ART Namen_NN und_KON den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1239	28333924	28333924
1241	dns_002_1806_002_91_97_e587	neuen Sammlers für iZo ? ist eine ausführlichere Würdigung des	statistischen	Thei- les dieses , für Bünden diesmal interessanten , Almanaci	neuen_ADJA Sammlers_NN für_APPR iZo_NE ?_$. ist_VAFIN eine_ART ausführlichere_ADJA Würdigung_NN des_ART	statistischen_ADJA	Thei-_NN les_VVFIN dieses_PDAT ,_$, für_APPR Bünden_NN diesmal_ADV interessanten_ADJA ,_$, Almanaci_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1240	28355612	28355612
1242	dns_002_1806_002_91_97_e587	über Bünden sind , desto verdienstlicher ist gegen- tvärtige geographisch-	statistische	Darsteb tung des Kantons Graubünden , da sie meh- vere	über_APPR Bünden_NN sind_VAFIN ,_$, desto_KON verdienstlicher_NN ist_VAFIN gegen-_TRUNC tvärtige_ADJA geographisch-_ADJA	statistische_ADJA	Darsteb_NN tung_NN des_ART Kantons_NN Graubünden_NN ,_$, da_KOUS sie_PPER meh-_ADJD vere_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1241	28355653	28355653
1243	skb_001_1814_000_249_365_e723	Werthung der groben Sorten , so wie sie die obstehende	Konkordatstabelle	ausweist , allbereits ge¬ setzlich eingeführt , mit Ausnahme des	Werthung_NN der_ART groben_ADJA Sorten_NN ,_$, so_ADV wie_KOUS sie_PPER die_ART obstehende_ADJA	Konkordatstabelle_NN	ausweist_VVFIN ,_$, allbereits_ADJD ge¬_ADJD setzlich_ADJD eingeführt_VVPP ,_$, mit_APPR Ausnahme_NN des_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1242	28382408	28382408
1244	skb_001_1814_000_249_365_e723	zur Vollziehung übertragen worden ist . die in Anlage enthaltene	tabellarische	Uebersicht " ) zeigt , wie viel diese außerordentliche Waarenbelegung	zur_APPRART Vollziehung_NN übertragen_VVPP worden_VAPP ist_VAFIN ._$. die_ART in_APPR Anlage_NN enthaltene_ADJA	tabellarische_ADJA	Uebersicht_NN "_$( )_$( zeigt_VVFIN ,_$, wie_KOUS viel_PIS diese_PDAT außerordentliche_ADJA Waarenbelegung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1243	28389712	28389712
1245	skb_001_1814_000_249_365_e723	Kaufhäusern besorgt , durch die Zoll¬ verwaltung alljährlich auf eine	Gesammttabelle	zusammengezogen und an Behörde abgegeben . Wenn schon die Beamten	Kaufhäusern_NN besorgt_VVPP ,_$, durch_APPR die_ART Zoll¬_NN verwaltung_NN alljährlich_ADJD auf_APPR eine_ART	Gesammttabelle_NN	zusammengezogen_VVPP und_KON an_APPR Behörde_NN abgegeben_VVPP ._$. Wenn_KOUS schon_ADV die_ART Beamten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1244	28389839	28389839
1246	skb_001_1814_000_249_365_e723	Urbarien verglichen worden ; von jedem ist eine spezi¬ fizierte	Bodenzinstabelle	für alle Oberämter und Schaffnereien im Lehen-Kommissariat . Am Ende	Urbarien_NN verglichen_VVPP worden_VAPP ;_$. von_APPR jedem_PIS ist_VAFIN eine_ART spezi¬_ADJA fizierte_ADJA	Bodenzinstabelle_NN	für_APPR alle_PIAT Oberämter_NN und_KON Schaffnereien_NN im_APPRART Lehen-Kommissariat_NN ._$. Am_APPRART Ende_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1245	28394332	28394332
1247	ajb_001_1870_010_333_341_e378	Aufnahme und Entlassung der Schüler . 7. Schülerzahl . 8.	Versäumnißtabellen	und ihre Führung . 9. Lehrmittel und Apparate . Intellektuelles	Aufnahme_NN und_KON Entlassung_NN der_ART Schüler_NN ._$. 7._ADJA Schülerzahl_NN ._$. 8._ADJA	Versäumnißtabellen_NN	und_KON ihre_PPOSAT Führung_NN ._$. 9._ADJA Lehrmittel_NN und_KON Apparate_NN ._$. Intellektuelles_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1246	28402489	28402489
1248	bso_001_1860_003_53_56_e16	Resultaten ist es doppelt wünschbar , daß in der eidg.	Vereinsstatistik	wo möglich kein Vereiu fehle , den » hiedurch wird	Resultaten_NN ist_VAFIN es_PPER doppelt_ADJD wünschbar_ADJD ,_$, daß_KOUS in_APPR der_ART eidg._ADJA	Vereinsstatistik_NN	wo_PWAV möglich_ADJD kein_PIAT Vereiu_NN fehle_VVFIN ,_$, den_ART »_$( hiedurch_ADV wird_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1247	28418346	28418346
1249	bso_001_1860_003_53_56_e16	die ausdrückliche Zusicherung zu geben , daß die Aufnahme einer	Vereinsstatistik	mit einer Be- steurung in keinerlei Zusammenhang steht , sondern	die_ART ausdrückliche_ADJA Zusicherung_NN zu_PTKZU geben_VVINF ,_$, daß_KOUS die_ART Aufnahme_NN einer_ART	Vereinsstatistik_NN	mit_APPR einer_ART Be-_TRUNC steurung_NN in_APPR keinerlei_PIAT Zusammenhang_NN steht_VVFIN ,_$, sondern_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1248	28418479	28418479
1250	skb_004_1866_000_285_336_e666	264 , und gegenwärtig 384 Schüler ; die Zusammenstellung der	Jahrestabellen	seit 1856 zeigt , einige Schwankungen abgerechnet , eine stetige	264_CARD ,_$, und_KON gegenwärtig_ADJD 384_CARD Schüler_NN ;_$. die_ART Zusammenstellung_NN der_ART	Jahrestabellen_NN	seit_APPR 1856_CARD zeigt_VVFIN ,_$, einige_PIAT Schwankungen_NN abgerechnet_VVPP ,_$, eine_ART stetige_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1249	28449459	28449459
1251	slz_001_1858_003_85_144_e6	zwei- und dreifach höhern Besoldungen zur Ausfüllung von Zins- und	Eisenbahntabellen	gesucht werden . Hatten wir ein tüchtigeres Lehrerpersonal , so	zwei-_TRUNC und_KON dreifach_ADJD höhern_ADJA Besoldungen_NN zur_APPRART Ausfüllung_NN von_APPR Zins-_TRUNC und_KON	Eisenbahntabellen_NN	gesucht_VVPP werden_VAINF ._$. Hatten_VAFIN wir_PPER ein_ART tüchtigeres_ADJA Lehrerpersonal_NN ,_$, so_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1250	28476528	28476528
1252	slz_001_1858_003_85_144_e6	. Schweizerkunde . Land und Volk , gcogr . ,	statist	. , übersichtlich und verglei- chend dargestellt von H. A.	._$. Schweizerkunde_NN ._$. Land_NN und_KON Volk_NN ,_$, gcogr_NE ._$. ,_$,	statist_ADJD	._$. ,_$, übersichtlich_ADJD und_KON verglei-_ADJD chend_ADJD dargestellt_VVPP von_APPR H._NE A._APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1251	28476969	28476969
1253	slz_001_1858_003_85_144_e6	, wünschten wir eine theil- weise Scheidung des geographischen und	statistischen	Materials . Durch Zit- sammenfassung der statistischen Notizen in Tabellcnform	,_$, wünschten_VVFIN wir_PPER eine_ART theil-_ADJA weise_ADJA Scheidung_NN des_ART geographischen_ADJA und_KON	statistischen_ADJA	Materials_NN ._$. Durch_APPR Zit-_TRUNC sammenfassung_NN der_ART statistischen_ADJA Notizen_NN in_APPR Tabellcnform_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1252	28479130	28479130
1254	slz_001_1858_003_85_144_e6	des geographischen und statistischen Materials . Durch Zit- sammenfassung der	statistischen	Notizen in Tabellcnform und durch Annähe- rung zur Lescbuchform müßte	des_ART geographischen_ADJA und_KON statistischen_ADJA Materials_NN ._$. Durch_APPR Zit-_TRUNC sammenfassung_NN der_ART	statistischen_ADJA	Notizen_NN in_APPR Tabellcnform_NN und_KON durch_APPR Annähe-_TRUNC rung_NN zur_APPRART Lescbuchform_NN müßte_VMFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1253	28479137	28479137
1255	slz_001_1858_003_85_144_e6	betont demnach der Verf. die physikalische Geographie , und das	topographisch-statistische	Element tritt mehr in den Hintergrund , doch so ,	betont_VVFIN demnach_PAV der_ART Verf._NN die_ART physikalische_ADJA Geographie_NN ,_$, und_KON das_ART	topographisch-statistische_ADJA	Element_NN tritt_VVFIN mehr_ADV in_APPR den_ART Hintergrund_NN ,_$, doch_KON so_ADV ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1254	28479476	28479476
1256	skb_004_1861_000_398_418_e450	jene Be¬ hörden angehen , soivic ans dic dazu dienenden	tabellarischen	Ueber¬ sichten , Geschäfte dcr Anklagekammcr , Zahl der Voruntersuchungen	jene_PDAT Be¬_ADJA hörden_NN angehen_VVINF ,_$, soivic_ADJD ans_APPRART dic_NE dazu_PAV dienenden_ADJA	tabellarischen_ADJA	Ueber¬_NN sichten_VVINF ,_$, Geschäfte_NN dcr_NE Anklagekammcr_NN ,_$, Zahl_NN der_ART Voruntersuchungen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1255	28526546	28526546
1257	bso_001_1866_009_49_54_e15	er giebt nach Beendigung des ganzen Werkes als Beigabe 25	Wandtabellen	, deren Figuren Ver- größerungen ausgewählter Vorbilder der ersten drei	er_PPER giebt_VVFIN nach_APPR Beendigung_NN des_ART ganzen_ADJA Werkes_NN als_KOKOM Beigabe_NN 25_CARD	Wandtabellen_NN	,_$, deren_PRELAT Figuren_NN Ver-_TRUNC größerungen_NN ausgewählter_ADJA Vorbilder_NN der_ART ersten_ADJA drei_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1256	28614050	28614050
1258	skb_004_1859_000_381_420_e535	seines Uebels wegen vom Militärdienste dispensirt gewesen war . Die	Speisetabelle	des Militärspitals liefert folgende Data : Auf 969 Pflegetage wnrden	seines_PPOSAT Uebels_NN wegen_APPR vom_APPRART Militärdienste_NN dispensirt_NN gewesen_VAPP war_VAFIN ._$. Die_ART	Speisetabelle_NN	des_ART Militärspitals_NN liefert_VVFIN folgende_ADJA Data_NE :_$. Auf_APPR 969_CARD Pflegetage_NN wnrden_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1257	28642376	28642376
1259	slz_002_1868_013_241_248_e33	Von Christian Heinrich Rink , mit Instrumentalbegleitung . Württemberg .	Schulstatistisches	. Wir entnehmen dem fünften Heft der pädagogischen Monatschrift „	Von_APPR Christian_NE Heinrich_NE Rink_NN ,_$, mit_APPR Instrumentalbegleitung_NN ._$. Württemberg_NE ._$.	Schulstatistisches_NN	._$. Wir_PPER entnehmen_VVFIN dem_ART fünften_ADJA Heft_NN der_ART pädagogischen_ADJA Monatschrift_NN „_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1258	28677709	28677709
1260	slz_002_1868_013_241_248_e33	die Volksschule " , von C. F. Hartmann , folgende	statistische	Angaben über das Volksschulwesen in Württemberg vom Jahr 1867. Es	die_ART Volksschule_NN "_$( ,_$, von_APPR C._NE F._NE Hartmann_NE ,_$, folgende_ADJA	statistische_ADJA	Angaben_NN über_APPR das_ART Volksschulwesen_NN in_APPR Württemberg_NE vom_APPRART Jahr_NN 1867._ADJA Es_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1259	28677730	28677730
1261	bmb_001_1870_020_136_136_e305	2120 3522 Bündnerische Alperträge Vermischtes . Aus der schwciz .	statist	. Zeitung werden wir erinnert , daß als Lieb cssteuern	2120_CARD 3522_CARD Bündnerische_NN Alperträge_NN Vermischtes_NN ._$. Aus_APPR der_ART schwciz_NN ._$.	statist_NN	._$. Zeitung_NN werden_VAFIN wir_PPER erinnert_VVPP ,_$, daß_KOUS als_KOKOM Lieb_NN cssteuern_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1260	28739646	28739646
1262	skz_003_1854_007_76_83_e90	die extensive Kolossalität von Amerika , die ckagtäglich statt- findenden	kirchlich-statistischen	Aenderungen und den theil- weisen Mangel au Notizen , immerhin	die_ART extensive_ADJA Kolossalität_NN von_APPR Amerika_NE ,_$, die_ART ckagtäglich_NN statt-_TRUNC findenden_ADJA	kirchlich-statistischen_ADJA	Aenderungen_NN und_KON den_ART theil-_ADJA weisen_ADJA Mangel_NN au_ITJ Notizen_NN ,_$, immerhin_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1261	28821103	28821103
1263	bmb_001_1856_007_275_276_e456	: Rede zur Eröffnung der Schulsynode Litteratur . Lutz ,	geographisch-statistisches	Handlerikon der schweizerischen Eidgenossenschaft , neu bearbeitet und vielfach vermehrt	:_$. Rede_NN zur_APPRART Eröffnung_NN der_ART Schulsynode_NN Litteratur_NN ._$. Lutz_NE ,_$,	geographisch-statistisches_ADJA	Handlerikon_NN der_ART schweizerischen_ADJA Eidgenossenschaft_NN ,_$, neu_ADJD bearbeitet_VVPP und_KON vielfach_ADV vermehrt_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1262	28834074	28834074
1264	btb_001_1854_003_134_162_e338	Man hat die Auszügerrödel von 1476 , 1511 und die	Mannschaftstabelle	von 1559. Nach dem Rodel von 1476 waren 812 waffenfähige	Man_PIS hat_VAFIN die_ART Auszügerrödel_NN von_APPR 1476_CARD ,_$, 1511_CARD und_KON die_ART	Mannschaftstabelle_NN	von_APPR 1559._ADJA Nach_APPR dem_ART Rodel_NN von_APPR 1476_CARD waren_VAFIN 812_CARD waffenfähige_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1263	28861768	28861768
1265	slz_002_1866_011_145_152_e21	Schulthcß . 1866. 130 Seiten in 16 , nebst mehreren	tabellarischen	Beilagen . Ueber das Technische der fraglichen Arbeiten und der	Schulthcß_NN ._$. 1866._ADJA 130_CARD Seiten_NN in_APPR 16_CARD ,_$, nebst_APPR mehreren_PIAT	tabellarischen_ADJA	Beilagen_NN ._$. Ueber_NN das_ART Technische_NN der_ART fraglichen_ADJA Arbeiten_NN und_KON der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1264	28901504	28901504
1266	ass_001_1838_004_374_386_e812	eine nicht unbeträchtliche Anzahl Stipendiaten . Neuestes . Nach unserer	Schulstatistik	zählt man i5 , »»0 Schüler in den regelmäßigen Elementarschulen	eine_ART nicht_PTKNEG unbeträchtliche_ADJA Anzahl_NN Stipendiaten_NN ._$. Neuestes_NN ._$. Nach_APPR unserer_PPOSAT	Schulstatistik_NN	zählt_VVFIN man_PIS i5_ADJA ,_$, »»0_ADJA Schüler_NN in_APPR den_ART regelmäßigen_ADJA Elementarschulen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1265	28945845	28945845
1267	ass_001_1838_004_374_386_e812	» Schulkinder aus I0»0 Einwohner , » . werdennach bekannten	statistischen	Grundsätzen aus l»n Köpfe 15 schulpflichtige Kinder gerechnet , also	»_$( Schulkinder_NN aus_APPR I0»0_ADJA Einwohner_NN ,_$, »_$( ._$. werdennach_ADV bekannten_VVFIN	statistischen_ADJA	Grundsätzen_NN aus_APPR l»n_NE Köpfe_NN 15_CARD schulpflichtige_ADJA Kinder_NN gerechnet_VVPP ,_$, also_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1266	28945895	28945895
1268	slz_002_1868_013_393_400_e52	29 ) eine Anzahl größerer zoologischer Bilderwerke ; 30 )	Wandtabellen	zur Anatomie und Physiologie des Menschen ; 31 ) Nachbildungen	29_CARD )_$( eine_ART Anzahl_NN größerer_ADJA zoologischer_ADJA Bilderwerke_NN ;_$. 30_CARD )_$(	Wandtabellen_NN	zur_APPRART Anatomie_NN und_KON Physiologie_NN des_ART Menschen_NN ;_$. 31_CARD )_$( Nachbildungen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1267	28955895	28955895
1269	slz_002_1868_013_177_184_e25	ausgefällten Strafen wegen unfleißigen Schulbesuchs . Reglemente zur Führung der	Schultabellen	und zur Ahndung der Schulversäumnisse kannte die gute alte Zeit	ausgefällten_ADJA Strafen_NN wegen_APPR unfleißigen_ADJA Schulbesuchs_NN ._$. Reglemente_NN zur_APPRART Führung_NN der_ART	Schultabellen_NN	und_KON zur_APPRART Ahndung_NN der_ART Schulversäumnisse_NN kannte_VVFIN die_ART gute_ADJA alte_ADJA Zeit_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1268	28970406	28970406
1270	slz_001_1856_001_379_413_e15	haben wir nur Weniges von allgemeinem Interesse hervorzuheben . Die	statistischen	Angaben find von denjenigen des letzten Berichtes ( 6. Heft	haben_VAFIN wir_PPER nur_ADV Weniges_ADJA von_APPR allgemeinem_ADJA Interesse_NN hervorzuheben_VVIZU ._$. Die_ART	statistischen_ADJA	Angaben_NN find_VVFIN von_APPR denjenigen_PDAT des_ART letzten_ADJA Berichtes_NN (_$( 6._ADJA Heft_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1269	28981921	28981921
1271	slz_001_1856_001_379_413_e15	Er » freuliches berichtet werden . In Starkenbach zeigt die	Absenzentabelle	auf einen Schüler durchschnittlich 9Ve , in Wintersberg 12 und	Er_PPER »_$( freuliches_NN berichtet_VVPP werden_VAINF ._$. In_APPR Starkenbach_NN zeigt_VVFIN die_ART	Absenzentabelle_NN	auf_APPR einen_ART Schüler_NN durchschnittlich_ADJD 9Ve_NN ,_$, in_APPR Wintersberg_NN 12_CARD und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1270	28982053	28982053
1272	slz_001_1856_001_379_413_e15	in Betracht gezogen werden . Wir entnehmen dem Werke folgende	statistische	Angaben : die Italiener waren wohl das erste Volk ,	in_APPR Betracht_NN gezogen_VVPP werden_VAINF ._$. Wir_PPER entnehmen_VVFIN dem_ART Werke_NN folgende_ADJA	statistische_ADJA	Angaben_NN :_$. die_ART Italiener_NN waren_VAFIN wohl_ADV das_ART erste_ADJA Volk_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1271	28990115	28990115
1273	bso_002_1869_002_73_76_e21	Unkenntniß der Verhält- nisse und auf einem Vorurtheil . Eine	statistische	Zusammen- stellung , die auch in diesem Blatte erschienen ,	Unkenntniß_NN der_ART Verhält-_TRUNC nisse_NN und_KON auf_APPR einem_ART Vorurtheil_NN ._$. Eine_ART	statistische_ADJA	Zusammen-_TRUNC stellung_NN ,_$, die_PRELS auch_ADV in_APPR diesem_PDAT Blatte_NN erschienen_VVPP ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1272	29027815	29027815
1274	sbo_001_1832_000_31_37_e517	zu der äußern Form der verschiedenen Schriften und zur Fertigung	tabellarischer	Arbeiten . Ausgearbeitet von Fr. von Sydow . 8. 1820.	zu_APPR der_PRELS äußern_VVFIN Form_NN der_ART verschiedenen_ADJA Schriften_NN und_KON zur_APPRART Fertigung_NN	tabellarischer_ADJA	Arbeiten_NN ._$. Ausgearbeitet_ADJD von_APPR Fr._NN von_APPR Sydow_NE ._$. 8._ADJA 1820._ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1273	29088342	29088342
1275	skz_004_1864_000_361_368_e483	die Jahrmärkte , Post- und Dampf- schiffkurse , ' ,	Zinstabellen	u. Ein paar ordentliche Holzschnitte oder Litho- graphien sollten nie	die_ART Jahrmärkte_NN ,_$, Post-_TRUNC und_KON Dampf-_TRUNC schiffkurse_NN ,_$, '_$( ,_$,	Zinstabellen_NN	u._APPR Ein_ART paar_PIAT ordentliche_ADJA Holzschnitte_NN oder_KON Litho-_NN graphien_NN sollten_VMFIN nie_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1274	29154196	29154196
1276	bso_002_1868_001_185_188_e47	vorerwähnte Schrift des Hrn Prof. Kinkelin , resp , die	statistische	Gesellschaft , namentlich auch den Geistlichen und Lehrern die Beförderung	vorerwähnte_ADJA Schrift_NN des_ART Hrn_NE Prof._NN Kinkelin_NN ,_$, resp_NE ,_$, die_ART	statistische_ADJA	Gesellschaft_NN ,_$, namentlich_ADJD auch_ADV den_ART Geistlichen_NN und_KON Lehrern_NN die_ART Beförderung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1275	29171540	29171540
1277	bso_002_1868_001_185_188_e47	noch die wichtigsten Rathschläge folgen , welche die von der	statistischen	Gesellschaft erwählte Kommiision , bestehend aus den HHrn . Regierungsrath	noch_ADV die_ART wichtigsten_ADJA Rathschläge_NN folgen_VVFIN ,_$, welche_PRELS die_ART von_APPR der_ART	statistischen_ADJA	Gesellschaft_NN erwählte_ADJA Kommiision_NN ,_$, bestehend_ADJD aus_APPR den_ART HHrn_NN ._$. Regierungsrath_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1276	29171574	29171574
1278	skz_004_1865_000_184_191_e464	daß es nicht unangemessen erscheint , hier einige weniger bekannte	statistische	Notizen mit- zutheilen , öffentlichen Aktenstücken entnom- men , einen	daß_KOUS es_PPER nicht_PTKNEG unangemessen_ADJD erscheint_VVFIN ,_$, hier_ADV einige_PIAT weniger_PIS bekannte_ADJA	statistische_ADJA	Notizen_NN mit-_TRUNC zutheilen_NN ,_$, öffentlichen_ADJA Aktenstücken_NN entnom-_ADJD men_VVFIN ,_$, einen_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1277	29193923	29193923
1279	skz_004_1865_000_184_191_e464	172 2 ) Lebensbilder der Heiligen von Dr. Th ,	Stabell-	5. und 6. Lieferung . ( Schaffhausen Hurler . )	172_CARD 2_CARD )_$( Lebensbilder_NN der_ART Heiligen_NN von_APPR Dr._NN Th_TRUNC ,_$,	Stabell-_TRUNC	5._ADJA und_KON 6._ADJA Lieferung_NN ._$. (_$( Schaffhausen_NE Hurler_NE ._$. )_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=1278	29196775	29196775
