Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
215	btb_001_1854_003_300_322_e344	gegen die Adresse der Mitglieder der Bundesversammlung ; bei persönlicher	Zählung	ergeben sich 1810 Anwesende . Großrathsmahlen , Sieg der konservativen	gegen_APPR die_ART Adresse_NN der_ART Mitglieder_NN der_ART Bundesversammlung_NN ;_$. bei_APPR persönlicher_ADJA	Zählung_NN	ergeben_VVFIN sich_PRF 1810_CARD Anwesende_NN ._$. Großrathsmahlen_NN ,_$, Sieg_NN der_ART konservativen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=214	30548646	30548646
216	bmb_001_1855_006_96_97_e297	bessern und zum leichtern Behalten einige Hauptpunkte in der Er¬	zählung	hervor heben mag . Solche Punkte bilden die oft noth¬	bessern_VVINF und_KON zum_APPRART leichtern_NN Behalten_NN einige_PIAT Hauptpunkte_NN in_APPR der_ART Er¬_ADJA	zählung_NN	hervor_PTKVZ heben_VVINF mag_VMFIN ._$. Solche_PIAT Punkte_NN bilden_VVFIN die_ART oft_ADV noth¬_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=215	30796445	30796445
217	dsr_003_1801_004_179_180_e1042	! halten , welches auch die sämtliche aus der Zusammen--	zählung	der im Art. 9 des Beschlusses erwähnten-ein-- zelnen und Mittelprcise	!_$. halten_VVFIN ,_$, welches_PWAT auch_ADV die_ART sämtliche_PIS aus_APPR der_ART Zusammen--_TRUNC	zählung_NN	der_ART im_APPRART Art._NN 9_CARD des_ART Beschlusses_NN erwähnten-ein--_TRUNC zelnen_ADJA und_KON Mittelprcise_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=216	30894529	30894529
218	skz_004_1866_000_347_354_e493	nicht für christliche Schwcizerkindcr passen ; z. B. die Auf-	zählung	der Nichter mit Angabc der Dauer ihrer RegierungSzeit ohne weitere	nicht_PTKNEG für_APPR christliche_ADJA Schwcizerkindcr_NN passen_VVINF ;_$. z._APPRART B._NN die_ART Auf-_TRUNC	zählung_NN	der_ART Nichter_NN mit_APPR Angabc_NE der_ART Dauer_NN ihrer_PPOSAT RegierungSzeit_NN ohne_APPR weitere_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=217	30981760	30981760
219	apm_001_1840_016_53_56_e78	denen 4666 Häuser und 6666 Scheunen stehen ; bei dieser	Zählung	sind aber , dem Zwecke der Abhandlung gemäß , alle	denen_PRELS 4666_CARD Häuser_NN und_KON 6666_CARD Scheunen_NN stehen_VVFIN ;_$. bei_APPR dieser_PDAT	Zählung_NN	sind_VAFIN aber_ADV ,_$, dem_ART Zwecke_NN der_ART Abhandlung_NN gemäß_APPO ,_$, alle_PIAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=218	31124391	31124391
220	ass_001_1841_007_544_549_e829	. Auf der ersten Stufe lesen die Schüler eine Er¬	zählung	mehrmals und zwar in Hinsicht auf Inhalt und Form mit	._$. Auf_APPR der_ART ersten_ADJA Stufe_NN lesen_VVFIN die_ART Schüler_NN eine_ART Er¬_ADJA	zählung_NN	mehrmals_ADV und_KON zwar_ADV in_APPR Hinsicht_NN auf_APPR Inhalt_NN und_KON Form_NN mit_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=219	31149031	31149031
221	apm_001_1842_018_125_139_e322	festsetzen werden , zwei Männer zu bezeichnen , welche die	Zählung	zu erledigen haben , und von denen wenigstens einer aus	festsetzen_VVINF werden_VAFIN ,_$, zwei_CARD Männer_NN zu_PTKZU bezeichnen_VVINF ,_$, welche_PRELS die_ART	Zählung_NN	zu_PTKZU erledigen_VVINF haben_VAFIN ,_$, und_KON von_APPR denen_PDS wenigstens_ADV einer_PIS aus_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=220	31661633	31661633
222	apm_001_1842_018_125_139_e322	in der Sitzung vom 3. Mai genehmigt worden . Die	Zählung	wurde in den meisten Gemeinden schon am ersten Tage vollzogen	in_APPR der_ART Sitzung_NN vom_APPRART 3._ADJA Mai_NN genehmigt_VVPP worden_VAPP ._$. Die_ART	Zählung_NN	wurde_VAFIN in_APPR den_ART meisten_PIAT Gemeinden_NN schon_ADV am_APPRART ersten_ADJA Tage_NN vollzogen_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=221	31661681	31661681
223	bsf_001_1862_002_146_150_e98	Gespanntheit , mit einer wahren Lust lauschen sie der Er-	zählung	, mit einer Liebe geben sie sich dem Gegenstande hin	Gespanntheit_NN ,_$, mit_APPR einer_ART wahren_ADJA Lust_NN lauschen_VVFIN sie_PPER der_ART Er-_TRUNC	zählung_NN	,_$, mit_APPR einer_ART Liebe_NN geben_VVFIN sie_PPER sich_PRF dem_ART Gegenstande_NN hin_PTKVZ	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=222	32790458	32790458
224	btb_001_1862_011_221_234_e364	nehmenden Schleimhustens nicht mehr wagen durste , nach seiner eigenen	Zählung	S3S Male in 65 Kirchen ; am häufigsten in Bern	nehmenden_ADJA Schleimhustens_NN nicht_PTKNEG mehr_ADV wagen_VVFIN durste_ADJA ,_$, nach_APPR seiner_PPOSAT eigenen_ADJA	Zählung_NN	S3S_NE Male_NN in_APPR 65_CARD Kirchen_NN ;_$. am_PTKA häufigsten_ADJD in_APPR Bern_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=223	32931093	32931093
225	skb_004_1856_000_288_354_e543	sie waren durchgehends gewöhnlicher Natur , so daß die Auf¬	zählung	von Einzelnheiten unterbleiben kann . Ein Ingenieur mußte fast fortwährend	sie_PPER waren_VAFIN durchgehends_NN gewöhnlicher_ADJA Natur_NN ,_$, so_ADV daß_KOUS die_ART Auf¬_ADJA	zählung_NN	von_APPR Einzelnheiten_NN unterbleiben_VVINF kann_VMFIN ._$. Ein_ART Ingenieur_NN mußte_VMFIN fast_ADV fortwährend_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=224	33536294	33536294
226	vsb_001_1860_007_441_447_e351	ihm in seine Wohnung aufgenommen wurde . Lst diese Er¬	zählung	nicht sehr wohl geeignet , das Mitleid für arme Thiere	ihm_PPER in_APPR seine_PPOSAT Wohnung_NN aufgenommen_VVPP wurde_VAFIN ._$. Lst_NN diese_PDAT Er¬_ADJA	zählung_NN	nicht_PTKNEG sehr_ADV wohl_ADV geeignet_ADJD ,_$, das_ART Mitleid_NN für_APPR arme_ADJA Thiere_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=225	33549731	33549731
227	apm_001_1847_023_18_21_e274	würde indessen irren , wenn man annehmen wollte , diese	Zählung	von 5472 Steuerpflichtigen gebe die richtige Anzahl der Vermöglichen unter	würde_VAFIN indessen_ADV irren_VVFIN ,_$, wenn_KOUS man_PIS annehmen_VVINF wollte_VMFIN ,_$, diese_PDAT	Zählung_NN	von_APPR 5472_CARD Steuerpflichtigen_NN gebe_VVFIN die_ART richtige_ADJA Anzahl_NN der_ART Vermöglichen_NN unter_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=226	33660713	33660713
228	ajb_001_1854_001_17_28_e482	. An diese Mittheilungen reiht sich am passendsten die Auf¬	zählung	derjenigen Gemeinden , die wieder zur Erhöhung der Lehrerbesoldung irgend	._$. An_APPR diese_PDAT Mittheilungen_NN reiht_VVFIN sich_PRF am_PTKA passendsten_ADJD die_ART Auf¬_ADJA	zählung_NN	derjenigen_PDAT Gemeinden_NN ,_$, die_PRELS wieder_ADV zur_APPRART Erhöhung_NN der_ART Lehrerbesoldung_NN irgend_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=227	33773440	33773440
229	skz_004_1858_000_12_19_e18	der Freistaat Luzern habe laut der im Jahre 1850 vorgenommenen	Zählung	133,843 Ein- wohncr , wovon 1563 Protestanten sind . Diese	der_ART Freistaat_NN Luzern_NE habe_VAFIN laut_APPR der_ART im_APPRART Jahre_NN 1850_CARD vorgenommenen_ADJA	Zählung_NN	133,843_CARD Ein-_TRUNC wohncr_NN ,_$, wovon_PWAV 1563_CARD Protestanten_NN sind_VAFIN ._$. Diese_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=228	34426868	34426868
230	syn_001_1847_000_28_39_e231	Dann folgen noch 7 Materien , mit deren bloßer Auf¬	zählung	ich Sie nicht langweilen will , die aber rei¬ chen	Dann_ADV folgen_VVFIN noch_ADV 7_CARD Materien_NN ,_$, mit_APPR deren_PRELAT bloßer_ADJA Auf¬_NN	zählung_VVFIN	ich_PPER Sie_PPER nicht_PTKNEG langweilen_VVINF will_VMFIN ,_$, die_PRELS aber_ADV rei¬_ADJA chen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=229	34747935	34747935
231	25131527	von einzelnen Gattungen , z . B . der Er	zählung	, Fabel , von dem Unterschiede der Poe sie und	von_APPR einzelnen_ADJA Gattungen_NN ,_$, z_VVFIN ._$. B_NE ._$. der_PRELS Er_PPER	zählung_NN	,_$, Fabel_NN ,_$, von_APPR dem_ART Unterschiede_NN der_ART Poe_NN sie_PPER und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=230	35671274	35671274
232	25131527	allernüßlichsten dürfte es seyn , wenn man bey der Er	zählung	der Geschichte eines Staats einen Hauptge sicht s p u	allernüßlichsten_ADJA dürfte_VMFIN es_PPER seyn_ADJD ,_$, wenn_KOUS man_PIS bey_NE der_ART Er_PPER	zählung_NN	der_ART Geschichte_NN eines_ART Staats_NN einen_ART Hauptge_NN sicht_NN s_NN p_ADJA u_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=231	35686505	35686505
233	25131527	eines Systems , wo man sich des Vergessenen durch Auf	zählung	der behaltenen Glieder der Eintheilung erinnert . ^ Anthropol .	eines_ART Systems_NN ,_$, wo_PWAV man_PIS sich_PRF des_ART Vergessenen_NN durch_APPR Auf_APPR	zählung_NN	der_ART behaltenen_ADJA Glieder_NN der_ART Eintheilung_NN erinnert_VVFIN ._$. ^_XY Anthropol_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=232	35909030	35909030
234	24693478	zu beschränken hat , oft gar in eine notizenartige Auf	zählung	einiger Thatsachen , Männer und Zahlen ausartet , so läuft	zu_PTKZU beschränken_VVINF hat_VAFIN ,_$, oft_ADV gar_ADV in_APPR eine_ART notizenartige_NN Auf_APPR	zählung_NN	einiger_PIAT Thatsachen_NN ,_$, Männer_NN und_KON Zahlen_NN ausartet_VVFIN ,_$, so_ADV läuft_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=233	36911333	36911333
235	8584155	danken ihren seltenen Besuchen ihr hiesiges Bürgerrecht und die Auf	zählung	unter den schweizerischen Thieren . Zu diesen eingebürgerten Thieren liefert	danken_VVFIN ihren_PPOSAT seltenen_ADJA Besuchen_NN ihr_PPOSAT hiesiges_ADJA Bürgerrecht_NN und_KON die_ART Auf_APPR	zählung_NN	unter_APPR den_ART schweizerischen_ADJA Thieren_NN ._$. Zu_APPR diesen_PDAT eingebürgerten_ADJA Thieren_NN liefert_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=234	37122647	37122647
236	8584155	Jahre 1803 auf ungefähr 150,000 Seelen anschlug . Die namenSweise	Zählung	vom Monat März 1831 weist eine Summe von 177,797 Einwohnern	Jahre_NN 1803_CARD auf_APPR ungefähr_ADJD 150,000_CARD Seelen_NN anschlug_VVFIN ._$. Die_ART namenSweise_ADJA	Zählung_NN	vom_APPRART Monat_NN März_NN 1831_CARD weist_VVFIN eine_ART Summe_NN von_APPR 177,797_CARD Einwohnern_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=235	37136947	37136947
237	8584155	» ' Staate irgend eine Unterstützung zu erhalten . Eine	Zählung	der " » Kanton lebenden taubstummen Kinder , die noch	»_$( '_$( Staate_NN irgend_ADV eine_ART Unterstützung_NN zu_PTKZU erhalten_VVINF ._$. Eine_ART	Zählung_NN	der_ART "_$( »_$( Kanton_NN lebenden_ADJA taubstummen_ADJA Kinder_NN ,_$, die_PRELS noch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=236	37321107	37321107
238	8584155	allgemeiner einsieb " Zu zwei verschiedenen Malen hat man eine	Zählung	der taubst » » ^ men Kinder in unserm Lande	allgemeiner_ADJD einsieb_NN "_$( Zu_APPR zwei_CARD verschiedenen_ADJA Malen_NN hat_VAFIN man_PIS eine_ART	Zählung_NN	der_ART taubst_ADJA »_$( »_$( ^_XY men_ADJA Kinder_NN in_APPR unserm_PPOSAT Lande_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=237	37321395	37321395
239	9771866	, in der zweiten Hälfte dieses Jahres , wird eine	Zählung	der Hunde in der Stadt Bern und dem Stadt bezirk	,_$, in_APPR der_ART zweiten_ADJA Hälfte_NN dieses_PDAT Jahres_NN ,_$, wird_VAFIN eine_ART	Zählung_NN	der_ART Hunde_NN in_APPR der_ART Stadt_NN Bern_NE und_KON dem_ART Stadt_NN bezirk_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=238	37776558	37776558
240	25497025	, seitdem sie sich nicht mehr auf Reim und bloße	Zählung	der Silben beschränkten , vorzüglich in trochäi- schen und jambischen	,_$, seitdem_KOUS sie_PPER sich_PRF nicht_PTKNEG mehr_ADV auf_APPR Reim_NN und_KON bloße_ADJA	Zählung_NN	der_ART Silben_NN beschränkten_VVFIN ,_$, vorzüglich_ADJD in_APPR trochäi-_TRUNC schen_ADJA und_KON jambischen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=239	38503069	38503069
241	8583380	Kredite . Eine in diesem Jahre ( 1855 ) veranstaltete	Zählung	der Fabriken im Kanton Zürich ( ohne die Seidenindustrie )	Kredite_NN ._$. Eine_ART in_APPR diesem_PDAT Jahre_NN (_$( 1855_CARD )_$( veranstaltete_ADJA	Zählung_NN	der_ART Fabriken_NN im_APPRART Kanton_NN Zürich_NE (_$( ohne_APPR die_ART Seidenindustrie_NN )_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=240	39549153	39549153
242	25594473	Zeugnisse für mich anführen " „ Sie ( die Er	zählung	) hat keine Handlung ; sie enthält ein bloßes einzelnes	Zeugnisse_NN für_APPR mich_PRF anführen_VVINF "_$( „_$( Sie_PPER (_$( die_PRELS Er_PPER	zählung_NN	)_$( hat_VAFIN keine_PIAT Handlung_NN ;_$. sie_PPER enthält_VVFIN ein_ART bloßes_ADJA einzelnes_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=241	40221161	40221161
243	4842161	für die freundli che Aufnahme , versprach eine kurze Er	zählung	. Die Kinder setzten sich erwar tungsvoll in die Nahe	für_APPR die_ART freundli_NN che_ADJA Aufnahme_NN ,_$, versprach_VVFIN eine_ART kurze_ADJA Er_PPER	zählung_NN	._$. Die_ART Kinder_NN setzten_VVFIN sich_PRF erwar_ADJD tungsvoll_ADJD in_APPR die_ART Nahe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=242	40439190	40439190
244	2494087	fältigen zierlichen Figürchen und anderen Formen , deren nähere Auf	zählung	jedoch zu weit führen würde . Auch der Zollverein bat	fältigen_ADJA zierlichen_ADJA Figürchen_NN und_KON anderen_PIS Formen_NN ,_$, deren_PRELAT nähere_VVFIN Auf_APPR	zählung_NN	jedoch_ADV zu_PTKA weit_ADJD führen_VVINF würde_VAFIN ._$. Auch_ADV der_ART Zollverein_NN bat_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=243	40614156	40614156
245	2494087	von Fuhrwerken mannigfacher Art , aus welche wir bei Auf	zählung	der Preise zurückkommen . Recht hübsch und sinnreich ausgedacht waren	von_APPR Fuhrwerken_NN mannigfacher_ADJA Art_NN ,_$, aus_APPR welche_PRELS wir_PPER bei_APPR Auf_APPR	zählung_NN	der_ART Preise_NN zurückkommen_VVINF ._$. Recht_ADJD hübsch_ADJD und_KON sinnreich_ADJD ausgedacht_VVPP waren_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=244	41678555	41678555
246	25518695	und vermehrte hicdurch die Zahl der Einwohner . Nach einer	Zählung	, die er jetzt vornahm , fand er dreitau send	und_KON vermehrte_VVFIN hicdurch_ADV die_ART Zahl_NN der_ART Einwohner_NN ._$. Nach_APPR einer_ART	Zählung_NN	,_$, die_PRELS er_PPER jetzt_ADV vornahm_VVFIN ,_$, fand_VVFIN er_PPER dreitau_ADJA send_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=245	41936624	41936624
247	25518695	, auch die Bürger wurden zahlreicher . In der dießjährigen	Zählung	fanden sich hundert und eilf tausend waffenfähige Männer nebst dreimal	,_$, auch_ADV die_ART Bürger_NN wurden_VAFIN zahlreicher_ADJD ._$. In_APPR der_ART dießjährigen_ADJA	Zählung_NN	fanden_VVFIN sich_PRF hundert_CARD und_KON eilf_ADJA tausend_CARD waffenfähige_ADJA Männer_NN nebst_APPR dreimal_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=246	41962795	41962795
248	25518695	fünf Jahre erwählt werden sollten . Ihre Verrichtungen waren :	Zählung	des Volkes , Schä tzung des Vermögens jedes einzelnen Bürgers	fünf_CARD Jahre_NN erwählt_VVPP werden_VAINF sollten_VMFIN ._$. Ihre_PPOSAT Verrichtungen_NN waren_VAFIN :_$.	Zählung_NN	des_ART Volkes_NN ,_$, Schä_NE tzung_NN des_ART Vermögens_NN jedes_PIAT einzelnen_ADJA Bürgers_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=247	41973657	41973657
249	25518695	genug ; eS konnte , wenn wir nach der letzten	Zählung	urtheilen dürfen , zwei mal hundert tausend Mann ins Feld	genug_ADV ;_$. eS_ADJD konnte_VMFIN ,_$, wenn_KOUS wir_PPER nach_APPR der_ART letzten_ADJA	Zählung_NN	urtheilen_VVINF dürfen_VMINF ,_$, zwei_CARD mal_ADV hundert_CARD tausend_CARD Mann_NN ins_APPRART Feld_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=248	42002583	42002583
250	25518695	Desta nieder . Hierauf feierte er den Census oder die	Zählung	des Volks , dessen Anzahl sich auf vier Millionen ,	Desta_NE nieder_PTKVZ ._$. Hierauf_PAV feierte_VVFIN er_PPER den_ART Census_NN oder_KON die_ART	Zählung_NN	des_ART Volks_NN ,_$, dessen_PRELAT Anzahl_NN sich_PRF auf_APPR vier_CARD Millionen_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=249	42109790	42109790
251	25502801	im Jahr 1833 in Surfte erschienene „ Dokumentirte pragmatische Er	zählung	der neuern kirchlichen Veränderungen in der katholischen Schweiz bis 1830	im_APPRART Jahr_NN 1833_CARD in_APPR Surfte_NN erschienene_ADJA „_$( Dokumentirte_NN pragmatische_ADJA Er_PPER	zählung_NN	der_ART neuern_ADJA kirchlichen_ADJA Veränderungen_NN in_APPR der_ART katholischen_ADJA Schweiz_NE bis_APPR 1830_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=250	42279253	42279253
252	25502801	geleitete Entwickelung dieser entscheidenden Umwälzung haben wir in unserer Er	zählung	nachgewiesen . Zuerst wurden die kleinern Bis- thümer unter Rom	geleitete_ADJA Entwickelung_NN dieser_PDAT entscheidenden_ADJA Umwälzung_NN haben_VAFIN wir_PPER in_APPR unserer_PPOSAT Er_PPER	zählung_NN	nachgewiesen_VVPP ._$. Zuerst_ADV wurden_VAFIN die_ART kleinern_NN Bis-_TRUNC thümer_NN unter_APPR Rom_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=251	42378115	42378115
253	19721701	entstehen können . — Erinnert ihr euch ferner der Er	zählung	im Lesebuch , wo gesagt ist , wie ein Vater	entstehen_VVINF können_VMINF ._$. —_ADJD Erinnert_VVFIN ihr_PPER euch_PPER ferner_ADJD der_ART Er_PPER	zählung_NN	im_APPRART Lesebuch_NN ,_$, wo_PWAV gesagt_VVPP ist_VAFIN ,_$, wie_KOUS ein_ART Vater_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=252	42771531	42771531
254	16132339	- j - n die Zahl der in der ersten	Zählung	enthaltenen Individuen , durch n die der jähre lichen Geburten	-_$( j_NE -_$( n_VVFIN die_ART Zahl_NN der_ART in_APPR der_ART ersten_ADJA	Zählung_NN	enthaltenen_ADJA Individuen_NN ,_$, durch_APPR n_ADJA die_PRELS der_PDS jähre_VVFIN lichen_ADJA Geburten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=253	43338050	43338050
255	6666270	Einflußreiche Männer sollen entschlossen gewesen sein , das Ergebniß der	Zählung	, als unannehmbar und der Volkssou- veränetät zuwider , anzugreifen	Einflußreiche_ADJA Männer_NN sollen_VMFIN entschlossen_VVPP gewesen_VAPP sein_VAINF ,_$, das_ART Ergebniß_NN der_ART	Zählung_NN	,_$, als_KOKOM unannehmbar_ADJD und_KON der_ART Volkssou-_TRUNC veränetät_NN zuwider_PTKVZ ,_$, anzugreifen_VVIZU	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=254	43458196	43458196
256	24756195	Ngr . 3 Pfg . vereinnahmte , die nach erfolgter	Zählung	und nach Prokla- mirung des Resultats sofort dem mit anwesenden	Ngr_NE ._$. 3_CARD Pfg_NE ._$. vereinnahmte_VVFIN ,_$, die_PRELS nach_APPR erfolgter_ADJA	Zählung_NN	und_KON nach_APPR Prokla-_TRUNC mirung_NN des_ART Resultats_NN sofort_ADV dem_ART mit_APPR anwesenden_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=255	43783360	43783360
257	25202297	Possen aufgeführt und verlarvte Umritte gehalten . Nach einer zuverlässigen	Zählung	im Jahr 1808 betrug die Bevölkerung des Kantons Thurgau 76,671	Possen_NN aufgeführt_VVPP und_KON verlarvte_ADJA Umritte_NN gehalten_VVPP ._$. Nach_APPR einer_ART zuverlässigen_ADJA	Zählung_NN	im_APPRART Jahr_NN 1808_CARD betrug_VVFIN die_ART Bevölkerung_NN des_ART Kantons_NN Thurgau_NE 76,671_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=256	44081522	44081522
258	8746356	entstehen können . — Erinnert ihr euch ferner der Er	zählung	im Lesebuch , wo gesagt ist , wie ein Vater	entstehen_VVINF können_VMINF ._$. —_ADJD Erinnert_VVFIN ihr_PPER euch_PPER ferner_ADJD der_ART Er_PPER	zählung_NN	im_APPRART Lesebuch_NN ,_$, wo_PWAV gesagt_VVPP ist_VAFIN ,_$, wie_KOUS ein_ART Vater_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=257	44313305	44313305
259	24812581	ist hierbei besonders zu bemerken , daß vieler Schmuggel mit	Zählung	der Seelen getrieben wurde . In manchen Orten wurden die	ist_VAFIN hierbei_PAV besonders_ADV zu_PTKZU bemerken_VVINF ,_$, daß_KOUS vieler_PIAT Schmuggel_NN mit_APPR	Zählung_NN	der_ART Seelen_NN getrieben_VVPP wurde_VAFIN ._$. In_APPR manchen_PIAT Orten_NN wurden_VAFIN die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=258	44613370	44613370
260	20914643	das ganze Volk hin durch gehen , genügt die einfache	Zählung	der abstimmenden Bürger , wie bei der unmittelbaren Demokratie .	das_ART ganze_ADJA Volk_NN hin_APZR durch_PTKVZ gehen_VVINF ,_$, genügt_VVFIN die_ART einfache_ADJA	Zählung_NN	der_ART abstimmenden_ADJA Bürger_NN ,_$, wie_KOUS bei_APPR der_ART unmittelbaren_ADJA Demokratie_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=259	44785764	44785764
261	8789218	( 1 auf 1058 ) betrug . Die genauem ^	Zählung	dieser beiden bedauernswürdigen Menschenelassen fand 18m statt . Sie lieferte	(_$( 1_CARD auf_APPR 1058_CARD )_$( betrug_VVFIN ._$. Die_ART genauem_ADJA ^_XY	Zählung_NN	dieser_PDAT beiden_PIAT bedauernswürdigen_ADJA Menschenelassen_NN fand_VVFIN 18m_NE statt_PTKVZ ._$. Sie_PPER lieferte_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=260	45771738	45771738
262	3001425	den Inhalt - es Gelesenen erzählen , und solche Er	zählung	von andern berichtigen und ergänzen läßt , oder es selbst	den_ART Inhalt_NN -_$( es_PPER Gelesenen_NN erzählen_VVINF ,_$, und_KON solche_PIS Er_PPER	zählung_NN	von_APPR andern_PIS berichtigen_VVINF und_KON ergänzen_VVINF läßt_VVFIN ,_$, oder_KON es_PPER selbst_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=261	46176676	46176676
